tconst,Revenue,Budget,Production_Company
tt0962736,"$29,196,409","$35,000,000",Apparition
tt1204773,"$2,634,462",,The Cinema Guild
tt1130080,"$41,771,168","$22,000,000",Warner Bros.
tt0963178,"$60,253,843","$50,000,000",Sony Pictures Releasing
tt1077262,"$1,331,651","$1,000,000",Kino International
tt1129445,"$19,643,086","$40,000,000",Fox Searchligh
tt0437405,"$13,514",,MPI Media Group
tt0375568,"$39,886,986","$65,000,000",Summit Entertainment
tt1206488,"$1,557,750",,Olive Films
tt1078912,"$413,106,170","$150,000,000",Twentieth Century Fox
tt1201167,"$71,585,235","$75,000,000",Universal Pictures
tt1178663,"$36,020,534",,Sony Pictures Classics
tt1179947,"$92,234",,Variance Films
tt0960741,"$1,785",,Truly Indie
tt0790712,"$1,595,417","$6,500,000",Oscilloscope
tt1078940,"$171,844,840","$70,000,000",Universal Pictures
tt1179891,"$100,734,718","$15,000,000",Lions Gate Films
tt1385824,"$2,482,072",,Adlabs Films
tt0436339,"$292,817,898","$150,000,000",Walt Disney Studios Motion Pictures
tt0473705,"$87,812,371",,Universal Pictures
tt0871426,"$64,444,713","$30,000,000",Universal Pictures
tt0876563,"$204,920,882",,Walt Disney Studios Motion Pictures
tt0893509,"$779,273",,Hannover House
tt0448157,"$629,443,428","$150,000,000",Sony Pictures Releasing
tt0467197,"$87,066,930","$35,000,000",Twentieth Century Fox
tt0988047,"$27,675,014","$22,000,000",Overture Films
tt0887912,"$49,259,766","$15,000,000",Summit Entertainment
tt0887971,"$498,088",,Anchor Bay Films
tt0986233,"$3,185,113",,IFC Films
tt0985699,"$201,545,517","$75,000,000",United Artists
tt0830570,"$40,945",,Regent Releasing
tt0467200,"$78,201,830","$35,000,000",Sony Pictures Releasing
tt1014775,"$149,292,488",,Walt Disney Studios Motion Pictures
tt0889595,"$6,534",,Regent Releasing
tt0482517,"$8,629",,Magnolia Pictures
tt0468569,"$1,029,266,147","$185,000,000",Warner Bros.
tt0870111,"$27,426,335","$25,000,000",Universal Pictures
tt0869994,"$23,328,518",,IFC Films
tt0887883,"$163,728,902","$37,000,000",Focus Features
tt0981072,"$287,567",,Lions Gate Films
tt1014809,"$130,441",,Variance Films
tt0981227,"$33,556,631","$10,000,000",Sony Pictures Releasing
tt0993789,"$7,356,393",,IFC Films
tt0990413,"$1,144,438",,Sony Pictures Classics
tt1029137,"$466,309",,Alliance Atlantis Vivafilm
tt0832266,"$55,990,299",,Universal Pictures
tt0830515,"$589,580,482","$200,000,000",Sony Pictures Releasing
tt0450314,"$10,161,493","$35,000,000",Lions Gate Films
tt0469903,"$9,808,124","$40,000,000",Universal Pictures
tt0884224,"$1,296,184",,First Look International
tt1007028,"$42,784,344","$24,000,000",The Weinstein Company
tt0893382,"$15,773,351",,Paramount Vantage
tt0880578,"$52,933,513","$35,000,000",Screen Gems
tt0866439,"$106,407,672","$40,000,000",Sony Pictures Releasing
tt0988595,"$162,655,351","$30,000,000",Twentieth Century Fox
tt0988849,"$694,422",,Magnolia Pictures
tt0880648,"$1,925",,Truly Indie
tt0831887,"$39,164,441",,Lions Gate Films
tt0449994,"$26,935,618",,UTV Motion Pictures
tt0828393,"$21,886",,Roadside Attractions
tt0449487,"$5,798,974",,Sony Pictures Releasing
tt1013753,"$54,589,558","$20,000,000",Focus Features
tt0995039,"$27,090,159","$20,000,000",DreamWorks
tt0478087,"$159,808,370","$35,000,000",Sony Pictures Releasing
tt0846308,"$17,657,973","$10,000,000",Picturehouse
tt0460810,"$900,689",,Magnolia Pictures
tt0961066,"$3,383,108",,IFC Films
tt0929412,"$11,326,121",,IFC Films
tt0960731,"$212,874,864","$80,000,000",Walt Disney Studios Motion Pictures
tt0929425,"$34,861,529",,IFC Films
tt0462465,"$7,034,698","$50,000,000",Third Rail Releasing
tt0479968,"$45,847,751","$20,000,000",Warner Bros.
tt0465502,"$30,893,885","$25,000,000",Metro-Goldwyn-Mayer (MGM)
tt1023490,"$11,260,366",,Music Box Films
tt0960144,"$204,313,400","$90,000,000",Sony Pictures Releasing
tt0476958,"$170,255",,Picturehouse
tt0926129,"$57,197,876","$20,000,000",Screen Gems
tt0441773,"$632,083,197","$130,000,000",DreamWorks
tt0963194,"$188,126",,Lions Gate Films
tt0963807,"$826,799",,Roadside Attractions
tt0963794,"$22,818,256",,DreamWorks
tt0999872,"$45,718",,Lions Gate Films
tt0918927,"$51,699,984","$20,000,000",Miramax
tt0920458,"$10,186,084",,IFC Films
tt1003023,"$196,069",,Maya Entertainment
tt0923600,"$140,106",,Sony Pictures Classics
tt1020530,"$3,984,669",,Third Rail Releasing
tt1000774,"$418,765,519","$65,000,000",Warner Bros.
tt0962726,"$252,909,177","$11,000,000",Walt Disney Studios Motion Pictures
tt0962711,$95,,IFC Films
tt0961728,"$388,174",,IFC Films
tt1023481,"$150,988,382",,Walt Disney Studios Motion Pictures
tt1024715,"$3,982,459",,Fox Searchligh
tt0821810,"$43,907",,Waldo West Productions
tt0838283,"$128,108,211","$65,000,000",Sony Pictures Releasing
tt0944101,"$39,924",,Abramorama
tt0475998,"$13,247,725",,Universal Pictures
tt0840322,"$719,556",,Crane Movie Company
tt0951216,"$26,412,163",,Overture Films
tt0479468,"$1,491,958",,Magnolia Pictures
tt0839980,"$44,004,502",,New Line Cinema
tt0949731,"$163,403,799","$48,000,000",Twentieth Century Fox
tt0947802,"$44,655,002","$20,000,000",Screen Gems
tt0942385,"$195,702,963","$92,000,000",DreamWorks
tt0844457,"$6,815,056",,Music Box Films
tt0959337,"$75,981,180","$35,000,000",Paramount Vantage
tt0844671,"$6,265,483","$7,000,000",Metro-Goldwyn-Mayer (MGM)
tt0462499,"$113,244,290","$50,000,000",Lions Gate Films
tt1001562,"$4,161,625",,Lions Gate Films
tt0936501,"$226,837,760","$25,000,000",Twentieth Century Fox
tt0479952,"$603,900,354","$150,000,000",DreamWorks
tt0956038,"$84,375,346",,Warner Bros.
tt0844286,"$5,530,764",,Summit Entertainment
tt1023111,"$41,627,431","$20,000,000",Summit Entertainment
tt0954990,"$318,623","$15,500,000",The Samuel Goldwyn Company
tt1010048,"$378,410,542","$15,000,000",Fox Searchligh
tt0964516,"$8,658,713",,UTV Motion Pictures
tt0852713,"$70,439,696","$25,000,000",Sony Pictures Releasing
tt0451079,"$298,572,799","$85,000,000",Twentieth Century Fox
tt0452608,"$76,014,335","$45,000,000",Universal Pictures
tt1017442,"$1,677",,Regent Releasing
tt0817538,"$49,944,325",,Paramount Pictures
tt0974613,"$2,143,005",,Image Entertainment
tt0903627,"$1,333,241",,Magnolia Pictures
tt0974554,"$14,894,347",,The Samuel Goldwyn Company
tt1017456,"$24,503,269",,UTV Motion Pictures
tt0443701,"$69,363,381","$30,000,000",Twentieth Century Fox
tt0996966,"$180,957",,Magnolia Pictures
tt0443649,"$269,784,201","$105,000,000",Warner Bros.
tt0861689,"$19,844,979","$25,000,000",Miramax
tt0859163,"$403,449,830","$145,000,000",Universal Pictures
tt0972883,"$15,617",,Magnolia Pictures
tt1027862,"$17,635,397","$21,000,000",Walt Disney Studios Motion Pictures
tt0865556,"$128,792,411",,Lions Gate Films
tt0865554,"$382,174",,Senator Distribution
tt0978759,"$5,457,664",,Sony Pictures Classics
tt0833960,"$11,436",,City Lights Pictures
tt0865297,"$2,136,663",,NeoClassics Films
tt0976247,"$52,132","$6,000,000",Anchor Bay Films
tt0901487,"$44,261,209","$10,000,000",IFC Films
tt0864761,"$43,343,384",,Paramount Vantage
tt0862846,"$16,580,250",,Overture Films
tt0902290,"$8,050",,IFC Films
tt0976060,"$1,194,397",,Liberation Entertainment
tt0976051,"$108,902,486","$32,000,000",The Weinstein Company
tt0481536,"$43,495,888","$12,000,000",Warner Bros.
tt0914798,"$40,416,563",,Miramax
tt0824747,"$113,398,237","$55,000,000",Universal Pictures
tt0910970,"$521,311,890","$180,000,000",Walt Disney Studios Motion Pictures
tt0436364,"$1,552,024",,THINKFilm
tt0967945,"$347,977",,The Samuel Goldwyn Company
tt0997246,"$220,360",,Regent Releasing
tt0855852,"$18,385,964",,Strand Releasing
tt0837796,"$1,141,018",,Roadside Attractions
tt0443274,"$152,039,882","$40,000,000",Sony Pictures Releasing
tt0818165,"$106,596",,Anchor Bay Films
tt0964539,"$3,234,706",,Metro-Goldwyn-Mayer (MGM)
tt0914797,"$4,629,770",,Freestyle Releasing
tt0910936,"$101,624,843","$27,000,000",Sony Pictures Releasing
tt0455824,"$211,787,511","$130,000,000",Twentieth Century Fox
tt0970411,"$17,929,684","$55,000,000",Twentieth Century Fox
tt0443559,"$2,961,647",,The Weinstein Company
tt0858479,"$11,843,604",,Miramax
tt0996972,"$1,591,520",,Alliance Atlantis Vivafilm
tt0836700,"$7,835,857",,IFC Films
tt0970468,"$16,724,933",,Focus Features
tt1012804,"$2,674,090","$7,000,000",Sony Pictures Classics
tt0970416,"$233,093,859","$80,000,000",Twentieth Century Fox
tt1018785,"$44,352,417","$27,000,000",Warner Bros.
tt1018818,"$69,564",,Yari Film Group Releasing
tt0910559,"$12,861,658",,Strand Releasing
tt0455538,"$19,152,009","$28,000,000",Metro-Goldwyn-Mayer (MGM)
tt0822832,"$255,743,093",,Twentieth Century Fox
tt0482572,"$31,200,557","$30,000,000",Warner Bros.
tt0790799,"$708,354",,Regent Releasing
tt1175491,"$29,560,587","$25,100,000",Lions Gate Films
tt1175506,"$2,336,172","$25,000,000",Freestyle Releasing
tt1176244,"$2,203,403",,Truly Indie
tt0758774,"$115,900,897","$70,000,000",Warner Bros.
tt1178640,"$666,045",,Roadside Attractions
tt1173745,"$886,407",,Janus Films
tt0499448,"$419,665,568","$225,000,000",Walt Disney Studios Motion Pictures
tt1166100,"$38,316,584",,Adlabs Films
tt1172570,"$2,260,712",,Magnolia Pictures
tt0790686,"$78,094,714",,Twentieth Century Fox
tt1186369,"$5,123,676",,Sony Pictures Classics
tt1189259,"$31,823",,IFC Films
tt1190617,"$7,013,191","$20,000,000",Vivendi Entertainment
tt1194608,"$1,456,886",,Eros Worldwide
tt1186248,"$5,430",,IFC Films
tt1180346,"$195,366",,Kino International
tt0383028,"$4,658,401","$20,000,000",Sony Pictures Classics
tt1182937,"$29,914,469",,Yash Raj Films
tt1183252,"$3,179,014",,Magnolia Pictures
tt1185418,"$801,606",,Magnolia Pictures
tt1185420,"$17,779,520",,Yash Raj Films
tt1185616,"$11,179,372",,Sony Pictures Classics
tt1185834,"$68,282,844",,Warner Bros.
tt1132626,"$113,864,059","$10,800,000",Lions Gate Films
tt1133991,"$44,872",,Yari Film Group Releasing
tt0410377,"$100,104,565","$37,000,000",Twentieth Century Fox
tt0493464,"$342,463,063","$75,000,000",Universal Pictures
tt0409345,"$1,138,322",,Magnolia Pictures
tt1135985,"$18,755,936","$19,000,000",Summit Entertainment
tt0406759,"$58,010,320",,Lions Gate Films
tt0494238,"$62,803,180","$60,000,000",Warner Bros.
tt1139800,"$7,553,160",,Magnolia Pictures
tt1130988,"$2,342,211",,Peace Arch Entertainmen
tt1125849,"$44,734,660","$6,000,000",Fox Searchligh
tt1128071,"$716,355",,The Samuel Goldwyn Company
tt1129381,"$2,804",,Anchor Bay Films
tt1129423,"$33,473,297","$500,000",The Samuel Goldwyn Company
tt1129435,"$2,235,006",,The Cinema Guild
tt1129442,"$108,979,549",,Lions Gate Films
tt1130088,"$3,368,300",,Story Island Entertainmen
tt1130091,"$4,098",,Regent Releasing
tt1139797,"$11,227,336",,Magnolia Pictures
tt0494652,"$43,655,418","$35,000,000",Universal Pictures
tt1153690,"$81,864",,Alluvial Film Company
tt0397892,"$309,979,994","$150,000,000",Walt Disney Studios Motion Pictures
tt0795421,"$694,640,739","$52,000,000",Universal Pictures
tt1155592,"$5,258,569",,Magnolia Pictures
tt1157631,"$671,816",,IFC Films
tt1152850,"$1,192,995",,Oscilloscope
tt1152758,"$18,334",,Oscilloscope
tt1142798,"$37,105,289",,Lions Gate Films
tt1143155,"$124,023",,Oscilloscope
tt1147682,"$17,977",,Hannover House
tt1150947,"$282,687",,Monterey Media
tt1151915,"$7,519,490",,Overture Films
tt0497465,"$96,409,300",,MG
tt0379865,"$41,319,039","$58,000,000",Universal Pictures
tt1295068,"$73,544",,First Run
tt1292703,"$1,976,868",,UTV Motion Pictures
tt0367882,"$790,653,942","$185,000,000",Paramount Pictures
tt1319569,"$2,186,716",,Lorber Films
tt1277737,"$1,120,476",,Roadside Attractions
tt0780534,"$7,963,718",,Sony Pictures Releasing
tt0780536,"$38,937,018",,Focus Features
tt0361500,"$694,782","$40,000,000",Freestyle Releasing
tt1266583,"$1,203,043",,UTV Motion Pictures
tt1264074,"$558,489",,Strand Releasing
tt1286798,"$369,742",,Oscilloscope
tt1286537,"$4,606,199",,Magnolia Pictures
tt0364970,"$72,109,200","$70,000,000",Twentieth Century Fox
tt0363780,"$540,403",,Screen Media Films
tt0357668,"$144,680",,Dark Coast Pictures
tt1281951,"$47,622",,Kino International
tt1233381,"$1,977,780",,Zeitgeist Films
tt1213644,"$34,816,824","$20,000,000",Lions Gate Films
tt0785035,"$8,936,663",,Magnolia Pictures
tt0770752,"$111,231,041","$70,000,000",Warner Bros.
tt0373051,"$244,232,688","$60,000,000",Warner Bros.
tt0765432,"$26,937,355",,Vitagraph Films
tt1205489,"$269,958,228","$33,000,000",Warner Bros.
tt0765476,"$51,339,567","$60,000,000",Twentieth Century Fox
tt1221141,"$305,766",,Strand Releasing
tt0772165,"$16,815",,The Samuel Goldwyn Company
tt1227929,"$194,721",,Arthouse Films
tt1333634,"$127,063",,Oscilloscope
tt0369436,"$164,112,721","$80,000,000",Warner Bros.
tt1232790,"$523,417",,Strand Releasing
tt0785007,"$21,458,111",,New Line Cinema
tt0371746,"$585,796,247","$140,000,000",Paramount Pictures
tt1224153,"$906,590",,The Cinema Guild
tt1224366,"$49,971",,IFC Films
tt1225296,"$155,156",,Regent Releasing
tt1226681,"$32,118",,IFC Films
tt1068680,"$223,241,637","$70,000,000",Warner Bros.
tt0808244,"$18,463,793",,Sony Pictures Classics
tt1069238,"$74,236,951",,Regent Releasing
tt0489281,"$11,212,953","$25,000,000",Paramount Pictures
tt0489282,"$6,964,734",,Paramount Classics
tt1073498,"$85,897,593",,Twentieth Century Fox
tt0416236,"$164,170,327","$90,000,000",Paramount Pictures
tt1068649,"$22,274,095",,Sony Pictures Classics
tt1068646,"$29,303,505",,Sony Pictures Classics
tt1068641,"$5,642,478",,Magnolia Pictures
tt0489099,"$225,132,113","$85,000,000",Twentieth Century Fox
tt0420238,"$86,957,280","$60,000,000",Universal Pictures
tt0806147,"$54,822",,Dimension Film
tt0808399,"$9,961,023",,Vivendi Entertainment
tt0805570,"$3,534,313",,Lions Gate Films
tt0490181,"$2,131,057",,Magnolia Pictures
tt1087527,"$52,429",,Monterey Media
tt1087578,"$3,511,120",,IFC Films
tt1087890,"$2,828,984",,Oscilloscope
tt1091751,"$11,767,866",,MG
tt0804492,"$1,596,232",,Regent Releasing
tt1086216,"$36,689",,IFC Films
tt1079980,"$23,412",,Screen Media Films
tt1082853,"$2,566,648",,The Samuel Goldwyn Company
tt1084950,"$16,937,968",,Sony Pictures Classics
tt1082868,"$41,319,906","$12,000,000",Screen Gems
tt1082886,"$3,175,469",,Sony Pictures Classics
tt0416212,"$39,952,437","$11,000,000",Fox Searchligh
tt0804529,"$107,559",,Maya Entertainment
tt1037218,"$1,117,269",,Anchor Bay Films
tt1037228,"$4,954,571",,Music Box Films
tt0486578,"$38,810,311",,Screen Gems
tt1038913,"$112,313",,Sky Island Films
tt0815241,"$13,639,115","$2,500,000",Lions Gate Films
tt0426592,"$71,571,300",,MG
tt1042499,"$354,628",,IFC Films
tt0814314,"$169,748,929","$55,000,000",Sony Pictures Releasing
tt1042877,"$8,883,644","$12,000,000",Sony Pictures Releasing
tt0425637,"$129,710,514",,Magnolia Pictures
tt0430770,"$50,007,546","$16,000,000",Picturehouse
tt1035730,"$1,863,939",,Strand Releasing
tt0430922,"$92,649,419","$28,000,000",Universal Pictures
tt0482603,"$65,097,693","$37,000,000",Twentieth Century Fox
tt1031280,"$522,497",,Magnolia Pictures
tt1031969,"$8,808,935","$15,000,000",Twentieth Century Fox
tt0482599,"$48,555,306",,Twentieth Century Fox
tt1034331,"$79,498,846","$60,000,000",Overture Films
tt1032755,"$25,740,863",,Warner Bros.
tt0482606,"$82,410,456","$9,000,000",Rogue Pictures
tt1033643,"$219,375,562","$35,000,000",Twentieth Century Fox
tt0483607,"$22,472,631",,Rogue Pictures
tt1034303,"$51,262,751","$32,000,000",Paramount Vantage
tt0814022,"$42,487,390","$45,000,000",Lions Gate Films
tt0421073,"$66,476,363","$20,000,000",Fox Searchligh
tt1054588,"$4,802,953",,Universal Pictures
tt0200465,"$64,828,421",,Lions Gate Films
tt0488604,"$17,646,627",,Magnolia Pictures
tt1059786,"$178,767,383","$80,000,000",DreamWorks
tt0809504,"$22,707,064",,Yari Film Group Releasing
tt0421715,"$335,802,786","$150,000,000",Paramount Pictures
tt1060277,"$172,394,180","$25,000,000",Paramount Pictures
tt0811138,"$40,877,556","$62,000,000",Paramount Pictures
tt1045655,"$15,418,749",,Freestyle Releasing
tt1045670,"$18,696,602",,Miramax
tt1046163,"$41,624,687","$20,000,000",Lions Gate Films
tt0811080,"$93,945,766","$120,000,000",Warner Bros.
tt1046947,"$32,568,427",,Overture Films
tt1048171,"$9,402,702",,Music Box Films
tt0425061,"$230,685,453","$80,000,000",Warner Bros.
tt0486674,"$6,759,057",,Magnolia Pictures
tt0412536,"$13,451,186",,Miramax
tt0800241,"$5,926,410",,First Look International
tt0799934,"$30,579,406",,New Line Cinema
tt0411323,"$22,282",,Strand Releasing
tt0800080,"$264,770,996","$150,000,000",Universal Pictures
tt0411475,"$390,128",,Third Rail Releasing
tt1111948,"$12,331,637",,MG
tt0803057,"$457,690",,Third Rail Releasing
tt1103963,"$402,917",,The Cinema Guild
tt1104083,"$767,567",,Regent Releasing
tt0800240,"$18,024,545",,Twentieth Century Fox
tt0800039,"$105,833,257","$30,000,000",Universal Pictures
tt1103275,"$16,303,643",,Magnolia Pictures
tt0800308,"$27,712,362","$20,000,000",Warner Bros.
tt1104733,"$4,925,288","$9,000,000",Focus Features
tt1114725,"$4,229,775",,Eros Worldwide
tt1099212,"$408,430,415","$37,000,000",Summit Entertainment
tt1100048,"$973,539",,The Cinema Guild
tt0411477,"$168,319,243","$85,000,000",Universal Pictures
tt0772168,"$1,080,022",,The Weinstein Company
tt0848542,"$199,891",,Film Movement
tt0374563,"$10,921,200",,After Dark Films
tt0486946,"$253,625,427",,Walt Disney Studios Motion Pictures
tt0475355,"$7,094,650",,Lions Gate Films
tt0486822,"$118,114,220","$20,000,000",DreamWorks
tt0488988,"$187,488",,Peace Arch Entertainmen
tt0292963,"$25,038,466",,THINKFilm
tt0847897,"$473,993",,Vivendi Entertainment
tt0438859,"$6,317,170",,Paramount Classics
tt0440963,"$444,100,035","$110,000,000",Universal Pictures
tt0848557,"$5,540,941",,Third Rail Releasing
tt0784972,"$1,035,056","$10,000,000",Screen Gems
tt0800069,"$37,697,773","$15,000,000",Fox Atomic
tt0481141,"$92,601,050",,Warner Bros.
tt0796307,"$23,313,049",,The Weinstein Company
tt0411061,"$32,593,385",,Sony Pictures Releasing
tt0368794,"$11,792,542",,The Weinstein Company
tt0811106,"$785,528",,THINKFilm
tt0425413,"$33,478,921","$10,000,000",Picturehouse
tt0796302,"$44,852",,Peace Arch Entertainmen
tt0425112,"$80,577,265",,Rogue Pictures
tt0443473,"$8,642,858",,Lions Gate Films
tt0808417,"$22,783,978",,Sony Pictures Classics
tt0473700,"$1,066,555","$11,000,000",Slowhand Cinema Releasing
tt0785077,"$5,713,425",,MG
tt0810988,"$130,880",,Newmarket Films
tt0492486,"$4,998,560",,Magnolia Pictures
tt0850253,"$908,847",,Redwood Palms Pictures
tt0424823,"$41,739,766",,Rogue Pictures
tt0817544,"$689,473",,Hart Sharp Entertainment
tt0846668,"$122,071",,Strand Releasing
tt0408236,"$153,383,627","$50,000,000",DreamWorks
tt0211933,"$32,730,062","$8,600,000",MG
tt0842929,"$4,545,747",,IFC Films
tt0477348,"$171,627,740",,Miramax
tt0488478,"$7,537,453",,Sony Pictures Classics
tt0841925,"$877,577",,Palisades Tartan
tt0480249,"$585,410,052","$150,000,000",Warner Bros.
tt0770810,"$8,659,212",,Paramount Vantage
tt0480242,"$68,474,305",,Walt Disney Studios Motion Pictures
tt0841108,"$26,923",,IFC Films
tt0423294,"$152,005,713",,Sony Pictures Releasing
tt0841046,"$20,576,198","$35,000,000",Sony Pictures Releasing
tt0439876,"$18,901",,Big Sky Production
tt0841032,"$5,812,781",,Yari Film Group Releasing
tt0373883,"$80,460,948",,MG
tt0494222,"$1,298,037",,Miramax
tt0422774,"$58,388,068",,Revolution Studios
tt0840406,"$123,670",,Hannover House
tt0770772,"$13,369,768","$11,000,000",Fox Searchligh
tt0442933,"$196,393,745","$150,000,000",Paramount Pictures
tt0373889,"$939,288,806","$150,000,000",Warner Bros.
tt0423977,"$5,254,986","$12,000,000",Metro-Goldwyn-Mayer (MGM)
tt0487419,"$14,776,783",,IFC Films
tt0846040,"$12,894,062",,THINKFilm
tt0845448,"$11,077,541",,Shemaro
tt0772157,"$1,944,150",,Magnolia Pictures
tt0421082,"$8,159,508",,The Weinstein Company
